vehicle_type,journey_purpose_of_driver,sex_of_driver,driver_imd_decile,driver_home_area_type,light_conditions,weather_conditions,time_category_encoded,day_type_encoded,location_category_encoded,age_category_encoded
9.0,5.0,1.0,1.0,1.0,4.0,4.0,2,1,0,1
5.0,5.0,2.0,9.0,1.0,1.0,1.0,1,1,13,1
9.0,5.0,2.0,5.0,1.0,1.0,1.0,3,0,18,1
23.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,27,1
9.0,6.0,1.0,5.0,3.0,1.0,1.0,1,1,19,2
21.0,1.0,1.0,8.0,1.0,1.0,1.0,4,1,15,3
9.0,6.0,1.0,2.0,1.0,4.0,1.0,2,0,0,2
9.0,5.0,1.0,2.0,1.0,6.0,1.0,3,1,10,3
9.0,5.0,1.0,6.0,1.0,4.0,1.0,3,0,1,3
5.0,5.0,2.0,9.0,1.0,1.0,1.0,1,1,13,1
9.0,6.0,1.0,6.0,1.0,1.0,1.0,1,0,2,2
9.0,5.0,1.0,7.0,3.0,1.0,1.0,1,0,30,4
23.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,27,1
9.0,6.0,1.0,6.0,1.0,1.0,1.0,1,0,2,2
9.0,6.0,1.0,2.0,1.0,1.0,1.0,1,1,13,1
9.0,6.0,2.0,4.0,1.0,4.0,1.0,2,1,8,2
1.0,6.0,1.0,1.0,1.0,1.0,1.0,2,0,0,2
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,1,1
10.0,1.0,1.0,2.0,1.0,1.0,1.0,1,0,25,2
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,4,1
9.0,6.0,1.0,5.0,1.0,4.0,1.0,2,1,8,3
5.0,5.0,1.0,7.0,3.0,1.0,1.0,1,1,15,3
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,1,1
11.0,1.0,2.0,2.0,1.0,1.0,1.0,3,0,5,3
9.0,5.0,1.0,9.0,1.0,6.0,1.0,2,0,6,0
9.0,5.0,1.0,6.0,1.0,4.0,1.0,3,0,1,3
9.0,6.0,1.0,5.0,1.0,4.0,1.0,2,1,8,3
9.0,6.0,1.0,1.0,1.0,7.0,1.0,2,1,7,2
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,4,1
9.0,6.0,1.0,4.0,1.0,1.0,1.0,0,0,19,1
11.0,1.0,2.0,2.0,1.0,1.0,1.0,3,0,5,3
9.0,5.0,1.0,9.0,1.0,6.0,1.0,2,0,6,0
9.0,6.0,1.0,9.0,1.0,1.0,8.0,1,0,17,3
5.0,5.0,1.0,10.0,2.0,1.0,1.0,1,1,15,2
9.0,6.0,2.0,10.0,2.0,1.0,1.0,0,1,23,3
11.0,1.0,1.0,6.0,1.0,1.0,1.0,1,0,1,3
9.0,6.0,1.0,9.0,1.0,1.0,8.0,1,0,17,3
97.0,2.0,1.0,7.0,3.0,1.0,1.0,1,0,30,0
9.0,6.0,2.0,1.0,1.0,1.0,1.0,1,0,23,3
9.0,6.0,1.0,4.0,1.0,4.0,1.0,4,1,32,1
21.0,1.0,1.0,8.0,1.0,1.0,1.0,4,1,15,3
9.0,6.0,2.0,4.0,1.0,4.0,1.0,2,1,8,2
9.0,6.0,1.0,2.0,1.0,1.0,1.0,1,1,13,1
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,0,1
11.0,1.0,1.0,6.0,1.0,1.0,1.0,1,0,1,3
9.0,6.0,1.0,4.0,1.0,1.0,1.0,0,0,19,1
10.0,1.0,1.0,2.0,1.0,1.0,1.0,1,0,25,2
1.0,6.0,1.0,3.0,1.0,1.0,1.0,1,0,25,0
9.0,6.0,2.0,10.0,2.0,1.0,1.0,0,1,23,3
11.0,1.0,1.0,2.0,1.0,1.0,5.0,1,1,19,3
9.0,6.0,1.0,1.0,1.0,7.0,1.0,2,1,7,2
98.0,6.0,1.0,5.0,1.0,1.0,1.0,0,0,0,1
9.0,5.0,1.0,1.0,1.0,4.0,1.0,4,1,0,1
3.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,18,1
9.0,6.0,2.0,8.0,1.0,6.0,1.0,2,1,6,1
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,0,13,1
3.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,18,1
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,3,1
9.0,6.0,1.0,7.0,1.0,4.0,1.0,2,1,8,2
5.0,5.0,1.0,8.0,1.0,1.0,1.0,0,1,18,1
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
21.0,1.0,1.0,8.0,1.0,1.0,1.0,4,1,15,3
9.0,6.0,2.0,10.0,2.0,1.0,1.0,0,1,23,3
9.0,6.0,1.0,5.0,3.0,1.0,1.0,1,1,19,2
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,0,2
98.0,1.0,1.0,5.0,1.0,1.0,1.0,1,0,23,3
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,8,2
9.0,2.0,1.0,7.0,2.0,6.0,2.0,0,0,12,1
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,0,13,1
1.0,6.0,1.0,1.0,1.0,1.0,1.0,2,0,0,2
3.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,18,1
9.0,6.0,1.0,5.0,1.0,1.0,2.0,1,0,8,2
9.0,6.0,2.0,1.0,1.0,6.0,2.0,1,0,11,3
11.0,1.0,1.0,6.0,1.0,1.0,1.0,1,0,1,3
11.0,1.0,2.0,2.0,1.0,1.0,1.0,3,0,5,3
9.0,5.0,1.0,10.0,1.0,1.0,1.0,1,1,13,2
5.0,5.0,1.0,10.0,2.0,1.0,1.0,1,1,15,2
9.0,6.0,2.0,1.0,1.0,1.0,1.0,1,0,23,3
9.0,6.0,2.0,9.0,3.0,6.0,1.0,2,0,13,2
9.0,6.0,1.0,6.0,1.0,4.0,2.0,3,0,18,2
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
9.0,6.0,1.0,5.0,1.0,1.0,2.0,1,0,8,2
9.0,6.0,1.0,2.0,1.0,4.0,1.0,2,0,0,2
9.0,5.0,1.0,2.0,1.0,4.0,1.0,3,0,1,2
23.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,27,1
9.0,5.0,1.0,7.0,3.0,1.0,1.0,1,0,30,4
9.0,6.0,1.0,5.0,1.0,4.0,1.0,2,1,8,3
9.0,5.0,1.0,2.0,1.0,6.0,1.0,3,1,10,3
5.0,5.0,1.0,9.0,1.0,1.0,1.0,1,1,19,1
4.0,1.0,1.0,6.0,1.0,4.0,1.0,2,0,17,1
9.0,5.0,1.0,9.0,1.0,6.0,1.0,2,0,6,0
5.0,5.0,1.0,10.0,2.0,1.0,1.0,1,1,15,2
9.0,6.0,1.0,5.0,1.0,1.0,2.0,1,0,8,2
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,0,2
9.0,6.0,1.0,5.0,1.0,6.0,2.0,3,0,21,3
5.0,5.0,2.0,9.0,1.0,1.0,1.0,1,1,13,1
9.0,5.0,1.0,1.0,1.0,4.0,1.0,4,1,0,1
23.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,27,1
9.0,6.0,2.0,9.0,3.0,6.0,1.0,2,0,13,2
9.0,6.0,1.0,2.0,1.0,1.0,1.0,1,1,13,1
9.0,6.0,1.0,2.0,1.0,4.0,1.0,4,0,4,0
1.0,6.0,1.0,3.0,1.0,1.0,1.0,1,0,25,0
9.0,6.0,1.0,9.0,1.0,1.0,8.0,1,0,17,3
9.0,5.0,1.0,6.0,2.0,6.0,2.0,0,0,12,4
21.0,1.0,1.0,2.0,1.0,6.0,1.0,4,0,11,2
98.0,1.0,1.0,5.0,1.0,1.0,1.0,1,0,23,3
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,0,1
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,1,6,2
9.0,6.0,1.0,6.0,1.0,4.0,2.0,3,0,18,2
9.0,6.0,1.0,9.0,1.0,1.0,8.0,1,0,17,3
9.0,6.0,1.0,4.0,1.0,4.0,1.0,4,1,32,1
9.0,5.0,1.0,7.0,3.0,1.0,1.0,1,0,30,4
9.0,6.0,1.0,1.0,1.0,7.0,1.0,2,1,7,2
17.0,5.0,1.0,7.0,3.0,6.0,1.0,4,1,27,1
1.0,6.0,1.0,1.0,1.0,1.0,1.0,2,0,0,2
98.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,23,2
90.0,5.0,1.0,4.0,1.0,1.0,1.0,3,0,22,3
9.0,6.0,2.0,4.0,1.0,4.0,1.0,2,1,8,2
11.0,1.0,2.0,2.0,1.0,1.0,1.0,3,0,5,3
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
1.0,6.0,1.0,3.0,1.0,1.0,1.0,1,0,25,0
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,4,1
23.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,27,1
1.0,6.0,1.0,3.0,1.0,1.0,1.0,1,0,25,0
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,0,2
9.0,6.0,2.0,1.0,1.0,6.0,2.0,1,0,11,3
19.0,1.0,1.0,2.0,1.0,6.0,1.0,4,0,11,2
9.0,5.0,1.0,8.0,1.0,6.0,1.0,2,1,10,1
9.0,6.0,2.0,10.0,2.0,1.0,1.0,0,1,23,3
8.0,1.0,1.0,4.0,1.0,4.0,2.0,3,0,18,3
9.0,5.0,1.0,6.0,2.0,6.0,2.0,0,0,12,4
98.0,6.0,1.0,5.0,1.0,1.0,1.0,0,0,0,1
9.0,2.0,1.0,7.0,2.0,6.0,2.0,0,0,12,1
19.0,1.0,1.0,5.0,1.0,1.0,1.0,1,0,3,3
9.0,6.0,1.0,2.0,1.0,4.0,1.0,4,0,4,0
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,3,1
9.0,6.0,1.0,4.0,1.0,4.0,1.0,4,1,32,1
9.0,5.0,2.0,5.0,1.0,1.0,1.0,3,0,18,1
9.0,6.0,1.0,6.0,3.0,1.0,8.0,1,0,17,3
9.0,6.0,2.0,1.0,1.0,1.0,1.0,1,0,23,3
10.0,1.0,1.0,2.0,1.0,1.0,1.0,1,0,25,2
9.0,6.0,1.0,2.0,1.0,1.0,1.0,1,1,13,1
9.0,6.0,1.0,6.0,1.0,1.0,1.0,1,0,2,2
9.0,6.0,1.0,2.0,1.0,4.0,1.0,4,0,4,0
21.0,1.0,1.0,8.0,1.0,1.0,1.0,4,1,15,3
9.0,2.0,1.0,7.0,2.0,6.0,2.0,0,0,12,1
21.0,1.0,1.0,8.0,1.0,1.0,1.0,4,1,15,3
9.0,6.0,2.0,1.0,1.0,1.0,1.0,1,0,23,3
9.0,5.0,1.0,7.0,3.0,1.0,1.0,1,0,30,4
9.0,6.0,2.0,1.0,1.0,6.0,2.0,1,0,11,3
9.0,6.0,2.0,9.0,3.0,6.0,1.0,2,0,13,2
9.0,6.0,2.0,9.0,3.0,6.0,1.0,2,0,13,2
9.0,6.0,1.0,5.0,1.0,6.0,2.0,3,0,21,3
9.0,6.0,2.0,4.0,1.0,4.0,1.0,2,1,8,2
9.0,6.0,1.0,6.0,3.0,1.0,8.0,1,0,17,3
9.0,5.0,1.0,6.0,1.0,4.0,1.0,3,0,1,3
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,4,1
23.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,27,1
9.0,6.0,1.0,4.0,3.0,4.0,1.0,4,1,32,1
5.0,5.0,1.0,9.0,1.0,1.0,1.0,1,1,19,1
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,3,1
9.0,6.0,1.0,2.0,1.0,4.0,1.0,2,0,0,2
10.0,1.0,1.0,2.0,1.0,1.0,1.0,1,0,25,2
17.0,5.0,1.0,7.0,3.0,6.0,1.0,4,1,27,1
9.0,6.0,1.0,2.0,1.0,1.0,1.0,1,1,13,1
9.0,2.0,1.0,7.0,2.0,6.0,2.0,0,0,12,1
8.0,1.0,1.0,4.0,1.0,4.0,2.0,3,0,18,3
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,1,6,2
5.0,5.0,1.0,10.0,2.0,1.0,1.0,1,1,15,2
9.0,6.0,1.0,7.0,1.0,4.0,1.0,2,1,8,2
9.0,6.0,2.0,10.0,2.0,1.0,1.0,0,1,23,3
9.0,6.0,1.0,4.0,1.0,4.0,1.0,4,1,32,1
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,1,6,2
9.0,6.0,1.0,5.0,1.0,1.0,2.0,1,0,8,2
9.0,6.0,1.0,2.0,1.0,4.0,1.0,2,0,0,2
5.0,5.0,2.0,9.0,1.0,1.0,1.0,1,1,13,1
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
5.0,5.0,1.0,9.0,1.0,1.0,1.0,1,1,19,1
9.0,6.0,1.0,5.0,3.0,1.0,1.0,1,1,19,2
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
9.0,6.0,2.0,9.0,3.0,6.0,1.0,2,0,13,2
9.0,6.0,2.0,1.0,1.0,1.0,1.0,1,0,23,3
8.0,1.0,1.0,4.0,1.0,4.0,2.0,3,0,18,3
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,8,3
9.0,6.0,1.0,5.0,1.0,6.0,2.0,3,0,21,3
9.0,5.0,1.0,9.0,1.0,6.0,1.0,2,0,6,0
8.0,1.0,1.0,4.0,1.0,4.0,2.0,3,0,18,3
9.0,6.0,1.0,7.0,1.0,4.0,1.0,2,1,8,2
9.0,2.0,1.0,7.0,2.0,6.0,2.0,0,0,12,1
9.0,5.0,1.0,6.0,1.0,4.0,1.0,3,0,1,3
1.0,6.0,1.0,1.0,1.0,1.0,1.0,2,0,0,2
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
9.0,6.0,1.0,4.0,1.0,1.0,1.0,0,0,19,1
17.0,5.0,1.0,7.0,3.0,6.0,1.0,4,1,27,1
98.0,6.0,1.0,5.0,1.0,1.0,1.0,0,0,0,1
19.0,1.0,1.0,5.0,1.0,1.0,1.0,1,0,3,3
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
9.0,6.0,1.0,9.0,1.0,1.0,8.0,1,0,17,3
9.0,6.0,2.0,1.0,1.0,1.0,1.0,1,0,23,3
9.0,5.0,1.0,1.0,1.0,4.0,1.0,4,1,0,1
17.0,5.0,1.0,7.0,3.0,6.0,1.0,4,1,27,1
9.0,6.0,1.0,6.0,3.0,1.0,8.0,1,0,17,3
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,0,13,1
9.0,5.0,1.0,1.0,1.0,4.0,1.0,4,1,0,1
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
17.0,5.0,1.0,7.0,3.0,6.0,1.0,4,1,27,1
9.0,2.0,1.0,6.0,3.0,1.0,1.0,1,1,2,3
19.0,1.0,1.0,5.0,1.0,1.0,1.0,1,0,3,3
1.0,6.0,1.0,1.0,1.0,1.0,1.0,2,0,0,2
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,0,1
5.0,5.0,2.0,9.0,1.0,1.0,1.0,1,1,13,1
19.0,1.0,1.0,5.0,1.0,1.0,1.0,1,0,3,3
3.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,18,1
19.0,1.0,1.0,5.0,1.0,1.0,1.0,1,0,3,3
9.0,6.0,2.0,1.0,1.0,6.0,2.0,1,0,11,3
21.0,1.0,1.0,2.0,1.0,6.0,1.0,4,0,11,2
9.0,6.0,1.0,4.0,3.0,4.0,1.0,4,1,32,1
11.0,1.0,2.0,2.0,1.0,1.0,1.0,3,0,5,3
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,1,6,2
9.0,6.0,1.0,2.0,1.0,4.0,1.0,4,0,4,0
9.0,2.0,1.0,6.0,3.0,1.0,1.0,1,1,2,3
1.0,6.0,1.0,3.0,1.0,1.0,1.0,1,0,25,0
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,4,1
8.0,1.0,1.0,4.0,1.0,4.0,2.0,3,0,18,3
9.0,6.0,1.0,9.0,1.0,1.0,8.0,1,0,17,3
9.0,5.0,1.0,1.0,1.0,4.0,1.0,4,1,0,1
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,0,13,1
11.0,1.0,2.0,2.0,1.0,1.0,1.0,3,0,5,3
11.0,1.0,1.0,6.0,1.0,1.0,1.0,1,0,1,3
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,0,2
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,3,1
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,0,13,1
9.0,6.0,2.0,4.0,1.0,4.0,1.0,2,1,8,2
9.0,5.0,1.0,7.0,3.0,1.0,1.0,1,0,30,4
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,8,3
21.0,1.0,1.0,2.0,1.0,6.0,1.0,4,0,11,2
9.0,5.0,1.0,7.0,3.0,1.0,1.0,1,0,30,4
9.0,5.0,1.0,6.0,1.0,4.0,1.0,3,0,1,3
9.0,5.0,1.0,6.0,1.0,4.0,1.0,3,0,1,3
97.0,2.0,1.0,7.0,3.0,1.0,1.0,1,0,30,0
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,0,13,1
21.0,1.0,1.0,2.0,1.0,6.0,1.0,4,0,11,2
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,3,1
5.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,18,4
9.0,5.0,1.0,6.0,2.0,6.0,2.0,0,0,12,4
9.0,6.0,1.0,5.0,1.0,4.0,1.0,2,1,8,3
9.0,5.0,1.0,7.0,3.0,1.0,1.0,1,0,30,4
9.0,6.0,1.0,6.0,3.0,1.0,8.0,1,0,17,3
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,8,2
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,8,2
9.0,5.0,1.0,1.0,1.0,4.0,1.0,4,1,0,1
9.0,6.0,1.0,2.0,1.0,4.0,1.0,2,0,0,2
9.0,5.0,1.0,1.0,1.0,4.0,4.0,2,1,0,1
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,0,1
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,0,2
9.0,6.0,2.0,1.0,1.0,6.0,2.0,1,0,11,3
21.0,1.0,1.0,2.0,1.0,6.0,1.0,4,0,11,2
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,1,1
9.0,5.0,1.0,6.0,2.0,6.0,2.0,0,0,12,4
9.0,6.0,2.0,10.0,2.0,1.0,1.0,0,1,23,3
9.0,6.0,1.0,4.0,1.0,1.0,1.0,0,0,19,1
11.0,1.0,1.0,2.0,1.0,1.0,5.0,1,1,19,3
9.0,6.0,2.0,10.0,2.0,1.0,1.0,0,1,23,3
9.0,5.0,1.0,1.0,1.0,4.0,4.0,2,1,0,1
9.0,6.0,2.0,4.0,1.0,4.0,1.0,2,1,8,2
9.0,5.0,1.0,8.0,1.0,6.0,1.0,2,1,10,1
9.0,6.0,1.0,1.0,1.0,7.0,1.0,2,1,7,2
8.0,1.0,1.0,4.0,1.0,4.0,2.0,3,0,18,3
9.0,6.0,2.0,8.0,1.0,6.0,1.0,2,1,6,1
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,0,1
9.0,6.0,2.0,1.0,1.0,6.0,2.0,1,0,11,3
21.0,6.0,1.0,5.0,1.0,6.0,1.0,2,1,6,3
9.0,5.0,1.0,1.0,1.0,4.0,1.0,4,1,0,1
4.0,1.0,1.0,6.0,1.0,4.0,1.0,2,0,17,1
5.0,5.0,1.0,10.0,2.0,1.0,1.0,1,1,15,2
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,0,13,1
9.0,6.0,1.0,6.0,1.0,1.0,1.0,1,0,2,2
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,0,13,1
9.0,5.0,1.0,4.0,1.0,4.0,1.0,4,1,0,2
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
9.0,6.0,1.0,5.0,3.0,1.0,1.0,1,1,19,2
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,0,1
9.0,6.0,1.0,4.0,3.0,4.0,1.0,4,1,32,1
5.0,5.0,2.0,9.0,1.0,1.0,1.0,1,1,13,1
5.0,5.0,1.0,8.0,1.0,1.0,1.0,0,1,18,1
9.0,6.0,1.0,2.0,1.0,4.0,1.0,2,0,0,2
9.0,6.0,1.0,2.0,1.0,1.0,1.0,1,1,13,1
9.0,6.0,1.0,4.0,1.0,1.0,1.0,0,0,19,1
5.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,18,4
9.0,6.0,1.0,6.0,1.0,1.0,1.0,1,0,2,2
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,8,2
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,0,13,1
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
19.0,1.0,1.0,5.0,1.0,1.0,1.0,1,0,3,3
9.0,5.0,1.0,7.0,3.0,1.0,1.0,1,0,30,4
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,1,6,2
9.0,6.0,1.0,2.0,1.0,4.0,1.0,4,0,4,0
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,1,6,2
5.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,18,4
9.0,5.0,1.0,7.0,3.0,1.0,1.0,1,0,30,4
5.0,5.0,1.0,9.0,1.0,1.0,1.0,1,1,19,1
9.0,6.0,2.0,9.0,3.0,6.0,1.0,2,0,13,2
97.0,2.0,1.0,7.0,3.0,1.0,1.0,1,0,30,0
9.0,6.0,1.0,4.0,1.0,1.0,1.0,0,0,19,1
9.0,5.0,1.0,9.0,1.0,6.0,1.0,2,0,6,0
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
9.0,6.0,1.0,9.0,1.0,1.0,8.0,1,0,17,3
19.0,1.0,1.0,5.0,1.0,1.0,1.0,1,0,3,3
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,8,3
9.0,5.0,1.0,2.0,1.0,6.0,1.0,3,1,10,3
9.0,6.0,1.0,6.0,1.0,4.0,1.0,2,1,8,2
9.0,6.0,1.0,5.0,1.0,6.0,2.0,3,0,21,3
9.0,6.0,1.0,4.0,1.0,4.0,1.0,4,1,32,1
9.0,6.0,1.0,6.0,3.0,1.0,8.0,1,0,17,3
1.0,6.0,1.0,1.0,1.0,1.0,1.0,2,0,0,2
9.0,6.0,2.0,4.0,1.0,4.0,1.0,2,1,8,2
98.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,23,2
5.0,5.0,2.0,9.0,1.0,1.0,1.0,1,1,13,1
9.0,5.0,1.0,1.0,1.0,4.0,1.0,4,1,0,1
19.0,1.0,1.0,2.0,1.0,6.0,1.0,4,0,11,2
3.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,18,1
98.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,23,2
11.0,1.0,1.0,2.0,1.0,1.0,5.0,1,1,19,3
9.0,2.0,1.0,7.0,2.0,6.0,2.0,0,0,12,1
10.0,1.0,1.0,2.0,1.0,1.0,1.0,1,0,25,2
10.0,1.0,1.0,2.0,1.0,1.0,1.0,1,0,25,2
9.0,6.0,1.0,5.0,1.0,4.0,1.0,2,1,8,3
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,0,1
9.0,6.0,1.0,5.0,1.0,4.0,1.0,2,1,8,3
5.0,5.0,1.0,8.0,1.0,1.0,1.0,0,1,18,1
9.0,6.0,2.0,8.0,1.0,6.0,1.0,2,1,6,1
9.0,5.0,1.0,6.0,1.0,4.0,1.0,3,0,1,3
9.0,6.0,1.0,6.0,1.0,4.0,2.0,3,0,18,2
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,4,1
9.0,6.0,1.0,5.0,1.0,6.0,2.0,3,0,21,3
3.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,18,1
9.0,6.0,1.0,1.0,1.0,7.0,1.0,2,1,7,2
97.0,2.0,1.0,7.0,3.0,1.0,1.0,1,0,30,0
11.0,1.0,1.0,6.0,1.0,1.0,1.0,1,0,1,3
97.0,2.0,1.0,7.0,3.0,1.0,1.0,1,0,30,0
9.0,5.0,1.0,6.0,2.0,6.0,2.0,0,0,12,4
9.0,5.0,1.0,1.0,1.0,4.0,1.0,4,1,0,1
5.0,5.0,1.0,8.0,1.0,1.0,1.0,0,1,18,1
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,3,1
9.0,6.0,2.0,9.0,3.0,6.0,1.0,2,0,13,2
9.0,6.0,2.0,1.0,1.0,1.0,1.0,1,0,23,3
9.0,5.0,1.0,2.0,1.0,6.0,1.0,3,1,10,3
98.0,1.0,1.0,5.0,1.0,1.0,1.0,1,0,23,3
9.0,2.0,1.0,7.0,2.0,6.0,2.0,0,0,12,1
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,1,1
9.0,5.0,2.0,2.0,1.0,1.0,1.0,1,0,4,1
9.0,6.0,2.0,4.0,1.0,4.0,1.0,2,1,8,2
9.0,6.0,1.0,4.0,1.0,4.0,1.0,4,1,32,1
9.0,2.0,1.0,7.0,2.0,6.0,2.0,0,0,12,1
1.0,6.0,1.0,1.0,1.0,1.0,1.0,2,0,0,2
5.0,5.0,1.0,8.0,1.0,1.0,1.0,0,1,18,1
9.0,6.0,2.0,1.0,1.0,6.0,2.0,1,0,11,3
98.0,6.0,1.0,5.0,1.0,1.0,1.0,0,0,0,1
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,1,6,2
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,0,13,1
9.0,5.0,1.0,6.0,2.0,6.0,2.0,0,0,12,4
90.0,5.0,1.0,4.0,1.0,1.0,1.0,3,0,22,3
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,1,6,2
9.0,5.0,1.0,1.0,1.0,4.0,4.0,2,1,0,1
5.0,5.0,1.0,9.0,1.0,1.0,1.0,1,1,19,1
1.0,6.0,1.0,1.0,1.0,1.0,1.0,2,0,0,2
9.0,5.0,1.0,2.0,1.0,6.0,1.0,3,1,10,3
3.0,6.0,1.0,1.0,1.0,1.0,1.0,1,0,18,1
10.0,1.0,1.0,2.0,1.0,1.0,1.0,1,0,25,2
9.0,6.0,1.0,1.0,1.0,4.0,1.0,3,1,0,1
9.0,6.0,2.0,10.0,2.0,1.0,1.0,0,1,23,3
9.0,6.0,1.0,5.0,1.0,1.0,2.0,1,0,8,2
5.0,5.0,1.0,10.0,2.0,1.0,1.0,1,1,15,2
9.0,6.0,1.0,2.0,1.0,4.0,1.0,4,0,4,0
98.0,6.0,1.0,5.0,1.0,1.0,1.0,0,0,0,1
17.0,5.0,1.0,7.0,3.0,6.0,1.0,4,1,27,1
5.0,5.0,1.0,8.0,1.0,1.0,1.0,0,1,18,1
8.0,1.0,1.0,4.0,1.0,4.0,2.0,3,0,18,3
9.0,6.0,1.0,2.0,1.0,6.0,1.0,2,0,13,1
9.0,6.0,1.0,4.0,1.0,1.0,1.0,0,0,19,1
21.0,1.0,1.0,2.0,1.0,6.0,1.0,4,0,11,2
9.0,6.0,1.0,4.0,1.0,6.0,1.0,2,0,13,2
9.0,5.0,1.0,1.0,1.0,4.0,4.0,2,1,0,1
5.0,5.0,2.0,9.0,1.0,1.0,1.0,1,1,13,1
90.0,5.0,1.0,4.0,1.0,1.0,1.0,3,0,22,3
